snippet,recommendation
How does attention work in transformers?,"Queries, keys, and values compute context-dependent weighted sums. Scaled dot-product attention focuses on relevant tokens; multi-heads capture diverse relations."
Briefly explain time complexity of binary search and quicksort.,"Binary search is O(log n). Quicksort is average O(n log n) with good pivots, worst-case O(n^2)."
Explain k-fold cross-validation and its benefits.,"Split data into k folds, train on k-1, validate on the held-out fold, repeat, then average. It reduces variance in the estimate. Provide examples where appropriate."
How does attention work in transformers?,"Queries, keys, and values compute context-dependent weighted sums. Scaled dot-product attention focuses on relevant tokens; multi-heads capture diverse relations."
When is a graph database preferable to a relational database?,"Prefer graphs for rich relationships, variable schema, and multi-hop traversals; use RDBMS for strong consistency and tabular workloads."
Compare batch normalization and layer normalization.,Batch norm normalizes across batch examples; layer norm normalizes within a sample across features. Layer norm is common in transformers due to small batch sizes.
Compare batch normalization and layer normalization.,Batch norm normalizes across batch examples; layer norm normalizes within a sample across features. Layer norm is common in transformers due to small batch sizes.
How to choose a learning rate?,"Use a LR finder, start small, and monitor loss curvature. Cosine decay or warmup can stabilize early training."
What is the bias–variance trade-off?,"Low bias models fit well but may overfit, high bias models underfit. Aim for minimal total error via model capacity and data size."
What is the difference between precision and recall?,"Precision measures correctness among predicted positives, while recall measures coverage of actual positives. F1 balances them as the harmonic mean. Provide examples where appropriate."
Name two nocturnal birds and describe one adaptation.,"Two nocturnal birds are the owl and the nightjar. Owls use facial disks to funnel sound to asymmetric ears, improving localization in darkness. Compared to hawks, the advantage is strongest in cluttered habitats."
Compare batch normalization and layer normalization.,Batch norm normalizes across batch examples; layer norm normalizes within a sample across features. Layer norm is common in transformers due to small batch sizes.
Suggest a mascot for a late-night study group and justify your choice.,"Propose an owl to symbolize wisdom due to cultural history and real traits like patient observation and precise strikes. Compared to hawks, the advantage is strongest in cluttered habitats."
What is a hash map?,A hash map stores key–value pairs with expected O(1) average lookup using a hash function and collision resolution strategy.
